k1,k2,k3,k4,k5,k6,k7,k8,st,k9,k10,cb_person_cred_hist_length
24,95000,MORTGAGE,7,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,2
28,42000,RENT,4,MEDICAL,B,3000,10.25,0,0.07,N,10
26,30000,RENT,1,MEDICAL,B,8000,10,0,0.27,N,3
23,75000,RENT,4,MEDICAL,B,15000,,0,0.2,N,3
26,43680,RENT,5,MEDICAL,B,5000,10.65,0,0.11,N,4
23,51600,MORTGAGE,4,EDUCATION,B,7200,10.65,0,0.14,N,3
24,99750,MORTGAGE,8,HOMEIMPROVEMENT,B,12000,9.62,0,0.12,N,3
25,104000,MORTGAGE,9,HOMEIMPROVEMENT,B,14000,10.99,0,0.13,N,3
38,60000,RENT,0,HOMEIMPROVEMENT,C,6000,13.57,0,0.1,Y,15
23,90000,RENT,4,DEBTCONSOLIDATION,C,13000,12.73,0,0.14,N,2
27,27000,RENT,3,MEDICAL,B,6900,9.99,0,0.26,N,7
26,35000,RENT,0,DEBTCONSOLIDATION,A,4800,8.9,0,0.14,N,2
28,230000,MORTGAGE,12,DEBTCONSOLIDATION,B,10000,10.95,0,0.04,N,6
23,63000,RENT,0,DEBTCONSOLIDATION,A,5600,8.49,0,0.09,N,4
32,105000,RENT,15,EDUCATION,B,3000,,0,0.03,N,7
26,24000,RENT,3,EDUCATION,B,5400,11.49,0,0.23,N,3
22,56755,RENT,5,EDUCATION,B,12000,10.99,0,0.21,N,2
28,64600,RENT,3,PERSONAL,C,10000,13.48,0,0.15,Y,7
21,55000,RENT,5,DEBTCONSOLIDATION,A,16000,8.94,0,0.29,N,2
25,50000,MORTGAGE,5,DEBTCONSOLIDATION,A,8000,5.42,0,0.16,N,4
23,30000,OWN,,EDUCATION,A,14125,6.62,0,0.47,N,4
22,42000,OWN,3,VENTURE,A,7000,,0,0.17,N,3
25,55016,RENT,0,VENTURE,C,10000,13.16,0,0.18,Y,2
26,60000,RENT,7,VENTURE,C,12800,12.84,0,0.21,N,2
27,48100,MORTGAGE,1,VENTURE,B,20000,11.89,0,0.42,N,10
35,33996,RENT,0,DEBTCONSOLIDATION,B,1500,10.99,0,0.04,N,7
29,42000,RENT,0,MEDICAL,B,11000,10.38,0,0.26,N,10
22,45000,RENT,3,MEDICAL,B,5000,9.91,0,0.11,N,3
28,82000,MORTGAGE,0,VENTURE,C,15000,12.98,0,0.18,Y,8
23,27600,RENT,2,PERSONAL,B,7200,9.99,0,0.26,N,2
28,53544,RENT,12,MEDICAL,C,1800,,0,0.03,Y,8
22,38000,RENT,5,EDUCATION,C,10000,13.49,0,0.26,Y,2
23,47000,MORTGAGE,1,VENTURE,A,6000,5.99,0,0.13,N,2
36,70000,MORTGAGE,0,VENTURE,C,6000,13.79,0,0.09,N,15
26,65004,MORTGAGE,10,HOMEIMPROVEMENT,B,5000,11.58,0,0.08,N,3
24,55000,MORTGAGE,8,HOMEIMPROVEMENT,A,10000,5.79,0,0.18,N,2
23,38400,RENT,7,DEBTCONSOLIDATION,C,3600,13.61,0,0.09,Y,3
28,40000,MORTGAGE,6,PERSONAL,A,10000,9.32,0,0.25,N,8
39,50000,MORTGAGE,1,PERSONAL,A,8000,7.68,0,0.16,N,11
31,39996,RENT,4,EDUCATION,B,2400,,0,0.06,N,10
33,120000,MORTGAGE,4,PERSONAL,A,6000,6.92,0,0.05,N,8
33,75000,MORTGAGE,3,HOMEIMPROVEMENT,B,15000,12.21,0,0.2,N,10
23,96000,MORTGAGE,1,VENTURE,B,5000,10.38,0,0.05,N,4
22,24000,OWN,3,EDUCATION,B,2500,10.59,0,0.1,N,2
24,72400,MORTGAGE,0,HOMEIMPROVEMENT,B,15000,,0,0.21,N,3
29,136000,RENT,0,DEBTCONSOLIDATION,A,10000,7.14,0,0.07,N,6
27,71500,MORTGAGE,2,EDUCATION,A,15000,,0,0.21,N,8
23,46776,OWN,7,DEBTCONSOLIDATION,D,15000,13.24,0,0.32,N,4
22,55000,RENT,7,MEDICAL,B,3500,9.99,0,0.06,N,3
27,22000,MORTGAGE,11,EDUCATION,A,2500,7.49,0,0.11,N,6
25,52000,RENT,1,DEBTCONSOLIDATION,C,7000,12.53,0,0.13,N,3
25,102211,MORTGAGE,3,DEBTCONSOLIDATION,B,15000,11.58,0,0.15,N,2
29,77800,RENT,2,HOMEIMPROVEMENT,B,9000,12.42,0,0.12,N,6
23,113000,MORTGAGE,2,VENTURE,A,22400,7.49,0,0.2,N,2
26,16428,RENT,0,PERSONAL,C,2400,12.23,0,0.15,N,4
29,83000,MORTGAGE,13,DEBTCONSOLIDATION,A,7500,8.9,0,0.09,N,6
43,112000,MORTGAGE,14,PERSONAL,D,25000,14.96,0,0.22,N,16
29,27048,RENT,5,DEBTCONSOLIDATION,B,3500,11.99,0,0.13,N,7
32,176000,MORTGAGE,15,PERSONAL,D,2400,14.42,0,0.01,Y,10
30,38004,RENT,4,VENTURE,B,6000,,0,0.16,N,10
25,35000,RENT,4,VENTURE,A,4000,7.51,0,0.11,N,4
24,90000,MORTGAGE,0,DEBTCONSOLIDATION,C,24000,13.06,0,0.27,Y,2
26,69654,MORTGAGE,10,MEDICAL,C,7500,,0,0.11,Y,3
28,51996,MORTGAGE,4,PERSONAL,A,5000,7.51,0,0.1,N,7
24,90000,MORTGAGE,8,PERSONAL,C,5000,11.34,0,0.06,Y,4
22,30000,RENT,2,VENTURE,B,3600,10.99,0,0.12,N,4
24,120000,OWN,8,HOMEIMPROVEMENT,C,21000,14.26,0,0.17,Y,2
25,200000,OWN,0,VENTURE,B,24000,12.18,0,0.12,N,2
29,67000,OWN,14,MEDICAL,A,3600,7.51,0,0.05,N,10
25,30000,OWN,1,VENTURE,C,5000,,0,0.17,Y,3
26,100000,MORTGAGE,7,DEBTCONSOLIDATION,A,7500,8.32,0,0.07,N,3
39,52273,RENT,3,EDUCATION,B,5000,,0,0.1,N,12
27,35000,RENT,3,MEDICAL,A,6000,7.49,0,0.17,N,10
25,32000,RENT,3,DEBTCONSOLIDATION,A,3000,8.94,0,0.09,N,3
25,37200,RENT,6,VENTURE,A,7000,7.14,0,0.19,N,4
23,55000,MORTGAGE,6,EDUCATION,B,8000,9.88,0,0.15,N,3
25,100000,MORTGAGE,9,MEDICAL,A,3275,5.42,0,0.03,N,2
24,92000,MORTGAGE,7,PERSONAL,B,15000,11.11,0,0.16,N,4
39,85000,RENT,4,HOMEIMPROVEMENT,A,12000,6.03,0,0.14,N,12
24,42000,MORTGAGE,5,EDUCATION,A,4900,6.03,0,0.12,N,4
28,46097,MORTGAGE,12,DEBTCONSOLIDATION,B,6000,10.75,0,0.13,N,8
23,39996,MORTGAGE,3,EDUCATION,A,3600,7.51,0,0.09,N,4
24,100000,MORTGAGE,2,EDUCATION,B,7700,10.74,0,0.08,N,2
28,40800,MORTGAGE,,DEBTCONSOLIDATION,A,5000,6.76,0,0.12,N,10
30,36000,MORTGAGE,8,PERSONAL,B,5000,8.88,0,0.14,N,5
24,60000,MORTGAGE,,VENTURE,A,12000,7.9,0,0.2,N,3
23,90000,OWN,7,MEDICAL,A,8500,5.79,0,0.09,N,4
23,75000,RENT,7,VENTURE,C,18000,12.73,0,0.24,N,2
22,58000,MORTGAGE,1,VENTURE,A,4000,7.29,0,0.07,N,3
23,36000,RENT,,DEBTCONSOLIDATION,B,9000,11.11,0,0.25,N,3
24,48000,MORTGAGE,8,MEDICAL,A,10000,7.49,0,0.21,N,3
25,66000,MORTGAGE,0,HOMEIMPROVEMENT,B,18500,12.21,0,0.28,N,2
22,53000,RENT,3,MEDICAL,B,10000,9.99,0,0.19,N,4
32,65000,RENT,2,HOMEIMPROVEMENT,C,11600,13.49,0,0.18,Y,8
23,100000,MORTGAGE,2,PERSONAL,C,6850,13.47,0,0.07,N,4
22,41000,MORTGAGE,0,DEBTCONSOLIDATION,B,7750,9.88,0,0.19,N,3
24,31776,RENT,6,VENTURE,A,4700,8.94,0,0.15,N,3
29,135000,MORTGAGE,14,MEDICAL,A,24000,5.99,0,0.18,N,10
40,86500,MORTGAGE,2,HOMEIMPROVEMENT,B,10000,10.25,0,0.12,N,16
28,60000,MORTGAGE,4,DEBTCONSOLIDATION,B,4800,,0,0.08,N,5
31,64000,RENT,9,PERSONAL,C,8000,14.22,0,0.13,Y,5
23,59880,RENT,0,MEDICAL,B,15000,,0,0.25,N,4
30,67000,RENT,2,VENTURE,A,9250,,0,0.14,N,7
25,45000,MORTGAGE,4,VENTURE,D,2000,15.62,0,0.04,Y,3
28,150000,RENT,1,MEDICAL,C,12500,14.35,0,0.08,Y,8
31,69000,RENT,12,HOMEIMPROVEMENT,A,16000,5.99,0,0.23,N,9
29,37500,RENT,7,EDUCATION,B,3300,10.37,0,0.09,N,8
21,40000,RENT,5,VENTURE,A,10000,7.51,0,0.25,N,4
21,52000,RENT,0,EDUCATION,B,9000,11.83,0,0.17,N,4
38,60000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,7.66,0,0.2,N,15
28,131040,MORTGAGE,0,VENTURE,C,10000,13.35,0,0.08,Y,10
28,99400,MORTGAGE,6,MEDICAL,B,4800,,0,0.05,N,7
23,30000,RENT,0,MEDICAL,C,8400,14.65,0,0.28,N,3
22,40000,RENT,0,EDUCATION,A,2800,7.49,0,0.07,N,2
22,59000,RENT,2,DEBTCONSOLIDATION,B,11000,10.74,0,0.19,N,3
23,140000,MORTGAGE,4,PERSONAL,A,12000,5.42,0,0.09,N,3
33,50000,RENT,0,VENTURE,C,12000,13.49,0,0.24,N,7
32,86800,MORTGAGE,6,HOMEIMPROVEMENT,A,2800,7.88,0,0.03,N,9
26,47000,RENT,1,DEBTCONSOLIDATION,B,6000,10.33,0,0.13,N,4
29,81400,MORTGAGE,13,EDUCATION,A,10000,,0,0.12,N,8
25,100000,MORTGAGE,9,PERSONAL,C,7000,13.98,0,0.07,N,3
29,190000,MORTGAGE,3,EDUCATION,B,14000,,0,0.07,N,6
30,52000,MORTGAGE,4,EDUCATION,C,4200,,0,0.08,Y,6
32,80000,RENT,6,DEBTCONSOLIDATION,B,9600,11.14,0,0.12,N,5
21,27200,RENT,0,MEDICAL,C,5000,,0,0.18,N,3
24,83000,RENT,5,PERSONAL,D,25000,12.92,0,0.3,Y,3
29,60096,MORTGAGE,3,EDUCATION,A,3000,7.66,0,0.05,N,10
32,45000,RENT,3,EDUCATION,C,3000,12.61,0,0.07,Y,8
42,82000,RENT,10,VENTURE,D,12000,13.24,0,0.15,Y,13
28,39500,RENT,4,MEDICAL,B,3600,11.99,0,0.09,N,9
26,55000,RENT,2,EDUCATION,B,14000,9.99,0,0.25,N,4
23,40000,MORTGAGE,1,PERSONAL,A,4000,7.14,0,0.1,N,3
34,170000,MORTGAGE,9,VENTURE,D,7500,15.99,0,0.04,N,10
31,152000,MORTGAGE,15,PERSONAL,A,15000,8.49,0,0.1,N,7
26,70000,MORTGAGE,10,EDUCATION,B,5000,9.88,0,0.07,N,4
23,33195,RENT,5,EDUCATION,B,1800,11.99,0,0.05,N,4
23,75000,RENT,1,VENTURE,A,6000,6.99,0,0.08,N,4
28,55000,RENT,3,VENTURE,C,5000,12.53,0,0.09,Y,5
22,50000,RENT,3,DEBTCONSOLIDATION,B,6000,10.25,0,0.12,N,3
38,72900,RENT,3,PERSONAL,C,15000,12.68,0,0.21,N,12
45,119004,MORTGAGE,13,PERSONAL,B,5000,11.49,0,0.04,N,13
27,70000,MORTGAGE,11,PERSONAL,A,3000,5.42,0,0.04,N,7
24,60000,RENT,4,EDUCATION,B,12500,11.49,0,0.21,N,2
33,25700,RENT,3,EDUCATION,B,6700,10.99,0,0.26,N,10
21,50000,RENT,0,PERSONAL,B,12000,11.71,0,0.24,N,3
24,44582,MORTGAGE,8,PERSONAL,A,5600,7.49,0,0.13,N,2
22,25992,OTHER,6,DEBTCONSOLIDATION,B,3000,9.45,0,0.12,N,3
25,109000,MORTGAGE,9,EDUCATION,A,14000,9.63,0,0.13,N,3
30,61000,RENT,4,HOMEIMPROVEMENT,C,7600,,0,0.12,Y,6
22,51000,MORTGAGE,3,VENTURE,C,13000,13.48,0,0.25,Y,3
23,86670,MORTGAGE,4,PERSONAL,B,20000,12.53,0,0.23,N,2
29,74000,RENT,11,DEBTCONSOLIDATION,B,1000,9.91,0,0.01,N,5
26,96300,MORTGAGE,10,PERSONAL,A,15000,6.17,0,0.16,N,3
22,60000,OWN,7,VENTURE,D,15000,16.49,0,0.25,Y,2
24,38000,RENT,6,EDUCATION,B,10000,,0,0.26,N,4
33,60000,MORTGAGE,1,HOMEIMPROVEMENT,D,17000,16.07,0,0.28,N,9
24,70000,MORTGAGE,2,HOMEIMPROVEMENT,A,17000,7.51,0,0.24,N,4
26,64500,RENT,1,DEBTCONSOLIDATION,B,12000,10.99,0,0.19,N,4
41,24000,OWN,3,EDUCATION,C,4500,12.99,0,0.19,Y,12
38,110000,MORTGAGE,16,MEDICAL,A,3000,8.49,0,0.03,N,17
23,23000,RENT,0,PERSONAL,B,4325,11.11,0,0.19,N,3
21,53876,MORTGAGE,,PERSONAL,C,2700,14.72,0,0.05,N,4
43,50000,MORTGAGE,11,MEDICAL,A,11500,,0,0.23,N,12
26,53004,MORTGAGE,3,DEBTCONSOLIDATION,B,5000,10,0,0.09,N,4
31,85000,RENT,0,PERSONAL,B,25000,11.89,0,0.29,N,6
33,30000,OWN,1,VENTURE,C,5000,12.68,0,0.17,Y,10
24,82632,RENT,0,EDUCATION,B,10000,12.21,0,0.12,N,4
25,60000,OWN,5,VENTURE,C,1200,13.85,0,0.02,N,2
28,125000,MORTGAGE,8,MEDICAL,B,8000,11.14,0,0.06,N,6
25,39996,RENT,2,MEDICAL,B,10000,10.99,0,0.25,N,4
25,75000,MORTGAGE,5,MEDICAL,A,1500,6.54,0,0.02,N,4
22,63211,RENT,7,DEBTCONSOLIDATION,B,6500,11.86,0,0.1,N,2
29,125000,RENT,2,DEBTCONSOLIDATION,A,14000,9.63,0,0.11,N,6
24,81000,RENT,2,DEBTCONSOLIDATION,C,14000,14.17,0,0.17,N,4
47,47000,MORTGAGE,9,PERSONAL,A,7500,6.62,0,0.16,N,12
25,44000,MORTGAGE,1,VENTURE,C,10000,12.87,0,0.23,Y,2
24,30000,RENT,2,DEBTCONSOLIDATION,C,6000,13.49,0,0.2,N,3
38,40000,MORTGAGE,4,PERSONAL,B,4000,12.21,0,0.1,N,13
21,74000,MORTGAGE,0,DEBTCONSOLIDATION,B,15000,11.99,0,0.2,N,3
24,103641,RENT,8,VENTURE,B,4800,10.74,0,0.05,N,2
26,80000,MORTGAGE,5,MEDICAL,A,5000,,0,0.06,N,3
23,80000,MORTGAGE,7,VENTURE,C,4000,15.23,0,0.05,N,3
23,64500,MORTGAGE,4,EDUCATION,A,5000,,0,0.08,N,2
29,63440,OWN,7,EDUCATION,A,20000,8.9,0,0.32,N,10
28,40000,RENT,1,PERSONAL,C,1700,,0,0.04,Y,9
22,66000,MORTGAGE,0,EDUCATION,A,6000,7.51,0,0.09,N,2
31,50100,RENT,5,DEBTCONSOLIDATION,B,6000,10,0,0.12,N,5
25,115000,MORTGAGE,3,DEBTCONSOLIDATION,C,19000,13.49,0,0.17,N,4
26,37850,RENT,1,PERSONAL,B,6400,9.88,0,0.17,N,2
23,31000,MORTGAGE,6,EDUCATION,B,18500,,0,0.6,N,4
30,100800,MORTGAGE,5,VENTURE,B,22000,12.42,0,0.22,N,7
24,65000,MORTGAGE,0,EDUCATION,A,14000,8.49,0,0.22,N,3
23,33600,RENT,0,DEBTCONSOLIDATION,B,2100,,0,0.06,N,3
25,70000,RENT,0,EDUCATION,B,5000,11.71,0,0.07,N,3
28,70000,OWN,4,PERSONAL,D,25000,15.57,0,0.36,N,9
28,69000,OWN,11,HOMEIMPROVEMENT,B,6000,11.86,0,0.09,N,9
26,109500,MORTGAGE,11,VENTURE,E,20000,17.56,0,0.18,N,2
27,70000,MORTGAGE,11,DEBTCONSOLIDATION,A,25000,7.66,0,0.36,N,5
22,31200,MORTGAGE,,MEDICAL,A,2000,7.29,0,0.06,N,3
25,36000,OWN,10,EDUCATION,B,11200,9.76,0,0.31,N,4
39,114996,MORTGAGE,15,DEBTCONSOLIDATION,A,12500,6.54,0,0.11,N,11
22,48000,MORTGAGE,4,MEDICAL,B,15000,9.88,0,0.31,N,2
25,27600,RENT,,VENTURE,B,3500,10.99,0,0.13,N,4
24,80000,OWN,0,EDUCATION,A,16000,6.17,0,0.2,N,4
32,64000,RENT,1,HOMEIMPROVEMENT,B,10000,12.69,0,0.16,N,8
33,92500,RENT,4,VENTURE,D,17500,15.28,0,0.19,N,6
27,45000,RENT,11,DEBTCONSOLIDATION,A,13000,8.94,0,0.29,N,6
23,85000,MORTGAGE,4,EDUCATION,A,3000,6.03,0,0.04,N,3
37,40080,RENT,7,MEDICAL,A,2350,7.88,0,0.06,N,12
25,123000,RENT,0,EDUCATION,A,12000,9.63,0,0.1,N,2
25,67000,RENT,9,MEDICAL,C,10000,13.92,0,0.15,N,3
40,60000,MORTGAGE,2,HOMEIMPROVEMENT,A,14400,5.42,0,0.24,N,12
31,60000,RENT,3,MEDICAL,C,9000,13.06,0,0.15,N,7
24,26000,RENT,1,MEDICAL,C,5375,13.47,0,0.21,Y,4
25,140000,MORTGAGE,2,EDUCATION,A,4800,7.88,0,0.03,N,4
28,72000,MORTGAGE,8,PERSONAL,D,7500,6,0,0.1,N,10
47,33888,MORTGAGE,5,PERSONAL,A,7000,7.49,0,0.21,N,13
41,24000,OWN,3,EDUCATION,C,4500,12.99,0,0.19,Y,14
60,150000,MORTGAGE,1,PERSONAL,A,10000,5.79,0,0.07,N,18
22,60000,RENT,0,DEBTCONSOLIDATION,A,13000,8.94,0,0.22,N,2
26,30000,MORTGAGE,0,VENTURE,C,4000,13.16,0,0.13,Y,4
27,110004,MORTGAGE,5,PERSONAL,C,25000,12.73,0,0.23,Y,6
24,45000,MORTGAGE,4,MEDICAL,A,1500,,0,0.03,N,2
22,63400,MORTGAGE,6,PERSONAL,B,10500,9.99,0,0.17,N,2
31,34000,RENT,1,PERSONAL,B,9000,11.48,0,0.26,N,5
23,41000,MORTGAGE,7,EDUCATION,A,6000,6.03,0,0.15,N,4
36,92000,MORTGAGE,18,DEBTCONSOLIDATION,A,4000,7.29,0,0.04,N,13
28,32640,RENT,3,MEDICAL,A,4500,7.14,0,0.14,N,8
32,80000,MORTGAGE,6,EDUCATION,A,13000,7.88,0,0.16,N,10
23,32000,OWN,4,PERSONAL,C,7500,12.98,0,0.23,N,3
22,35000,MORTGAGE,,VENTURE,F,5000,21.36,0,0.14,Y,2
22,45000,RENT,6,EDUCATION,B,5000,11.36,0,0.11,N,4
25,40500,MORTGAGE,5,HOMEIMPROVEMENT,B,6500,9.63,0,0.16,N,4
22,24000,MORTGAGE,2,DEBTCONSOLIDATION,B,5000,10.99,0,0.21,N,4
23,26400,RENT,7,EDUCATION,B,5400,10.38,0,0.2,N,2
24,103000,MORTGAGE,8,VENTURE,C,21000,13.49,0,0.2,Y,2
29,42000,MORTGAGE,8,PERSONAL,C,7800,13.11,0,0.19,N,9
22,48000,MORTGAGE,7,EDUCATION,B,6500,10.62,0,0.14,N,2
22,39300,MORTGAGE,5,EDUCATION,D,5325,14.59,0,0.14,Y,3
26,170000,MORTGAGE,0,HOMEIMPROVEMENT,B,20000,10.37,0,0.12,N,3
36,120000,RENT,2,HOMEIMPROVEMENT,C,16000,13.06,0,0.13,N,16
26,48000,OWN,3,VENTURE,C,3600,13.49,0,0.07,N,4
34,35100,MORTGAGE,16,EDUCATION,C,9000,13.47,0,0.26,N,8
25,58000,MORTGAGE,9,MEDICAL,A,8500,7.14,0,0.15,N,3
41,62500,MORTGAGE,17,HOMEIMPROVEMENT,A,5000,8.49,0,0.08,N,15
28,70000,MORTGAGE,7,EDUCATION,C,15000,14.65,0,0.21,N,10
28,64000,MORTGAGE,3,VENTURE,A,7200,7.29,0,0.11,N,8
27,65000,OWN,6,EDUCATION,A,15000,6.99,0,0.23,N,5
25,42000,RENT,1,VENTURE,B,10000,10.99,0,0.24,N,2
45,225000,MORTGAGE,9,PERSONAL,C,10000,,0,0.04,Y,11
29,74100,RENT,3,HOMEIMPROVEMENT,C,4500,13.61,0,0.06,Y,6
23,77705,MORTGAGE,,DEBTCONSOLIDATION,A,11700,6.17,0,0.15,N,3
45,35000,OTHER,6,PERSONAL,B,4800,,0,0.14,N,12
29,70000,MORTGAGE,9,DEBTCONSOLIDATION,B,8500,11.14,0,0.12,N,10
42,48000,MORTGAGE,26,MEDICAL,A,6500,7.29,0,0.14,N,11
26,48000,MORTGAGE,10,VENTURE,C,13800,13.49,0,0.29,Y,2
38,55000,MORTGAGE,16,EDUCATION,A,11700,7.66,0,0.21,N,15
35,55000,RENT,3,DEBTCONSOLIDATION,B,9000,10.25,0,0.16,N,6
23,74064,RENT,3,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3
22,30000,RENT,1,PERSONAL,C,4000,,0,0.13,N,4
24,52000,MORTGAGE,8,MEDICAL,A,14500,7.29,0,0.28,N,4
26,21600,RENT,0,DEBTCONSOLIDATION,B,5000,9.99,0,0.23,N,4
26,24000,MORTGAGE,5,PERSONAL,C,2100,13.11,0,0.09,N,3
25,150000,MORTGAGE,9,MEDICAL,B,25000,10.37,0,0.17,N,2
21,35324,RENT,4,EDUCATION,B,6000,,0,0.17,N,4
26,56000,MORTGAGE,10,EDUCATION,A,6000,5.42,0,0.11,N,4
22,110000,MORTGAGE,7,EDUCATION,C,20000,12.41,0,0.18,N,2
36,81996,RENT,4,PERSONAL,D,15000,14.09,0,0.18,N,16
24,80000,MORTGAGE,8,EDUCATION,A,7500,8.63,0,0.09,N,4
28,58000,MORTGAGE,11,DEBTCONSOLIDATION,B,6700,9.99,0,0.12,N,5
37,50000,RENT,1,DEBTCONSOLIDATION,C,8000,,0,0.16,N,16
25,36000,MORTGAGE,0,MEDICAL,A,5600,7.49,0,0.16,N,4
26,49571,RENT,1,VENTURE,C,10000,13.11,0,0.2,Y,3
24,24000,RENT,5,MEDICAL,C,5500,14.27,0,0.23,N,2
21,40000,OWN,0,EDUCATION,C,2500,14.27,0,0.06,N,2
21,74880,MORTGAGE,5,PERSONAL,A,8500,7.14,0,0.11,N,2
31,58000,OWN,15,MEDICAL,C,14500,13.06,0,0.25,N,7
22,30000,RENT,0,EDUCATION,B,5000,10.33,0,0.17,N,3
32,74000,MORTGAGE,1,HOMEIMPROVEMENT,A,1200,7.49,0,0.02,N,9
22,60000,RENT,6,VENTURE,D,7800,15.21,0,0.13,N,4
21,45000,RENT,3,PERSONAL,B,10000,10.25,0,0.22,N,2
25,37200,MORTGAGE,,EDUCATION,B,10000,9.91,0,0.27,N,3
24,110000,MORTGAGE,8,EDUCATION,A,8000,6.76,0,0.07,N,4
33,250000,RENT,0,MEDICAL,A,35000,7.29,0,0.14,N,7
32,140000,MORTGAGE,3,HOMEIMPROVEMENT,B,5000,10.38,0,0.04,N,10
23,85000,MORTGAGE,3,EDUCATION,A,7200,6.92,0,0.08,N,4
23,72000,RENT,7,PERSONAL,B,10000,10.59,0,0.14,N,4
38,43000,RENT,4,DEBTCONSOLIDATION,B,3500,11.83,0,0.08,N,12
24,49000,MORTGAGE,5,EDUCATION,A,2700,6.92,0,0.06,N,3
26,50004,MORTGAGE,10,PERSONAL,A,5000,9.32,0,0.1,N,2
27,75600,RENT,11,HOMEIMPROVEMENT,B,10500,12.69,0,0.14,N,5
38,31200,MORTGAGE,6,VENTURE,C,5850,13.49,0,0.19,Y,11
50,60000,RENT,13,VENTURE,C,10000,13.49,0,0.17,N,12
23,28000,RENT,0,EDUCATION,A,4000,8.9,0,0.14,N,4
22,28800,RENT,6,MEDICAL,B,8000,11.49,0,0.28,N,2
25,70224,MORTGAGE,1,EDUCATION,C,21000,13.22,0,0.3,N,4
29,75000,MORTGAGE,11,HOMEIMPROVEMENT,B,4200,10.99,0,0.06,N,6
29,60000,RENT,3,EDUCATION,C,1500,12.87,0,0.03,N,9
22,42000,RENT,0,VENTURE,C,2500,13.92,0,0.06,Y,3
28,37000,RENT,7,EDUCATION,D,3600,14.11,0,0.1,N,7
22,64000,MORTGAGE,4,PERSONAL,C,14000,13.23,0,0.22,Y,3
36,120000,MORTGAGE,12,HOMEIMPROVEMENT,A,14500,5.42,0,0.12,N,13
34,12996,RENT,0,MEDICAL,B,1500,9.25,0,0.12,N,7
22,60000,MORTGAGE,2,MEDICAL,A,10000,,0,0.17,N,2
28,44995,RENT,2,EDUCATION,A,7350,7.49,0,0.16,N,10
23,42000,MORTGAGE,3,EDUCATION,A,11000,6.54,0,0.26,N,3
32,20000,RENT,3,DEBTCONSOLIDATION,B,4750,10.37,0,0.24,N,8
26,95000,RENT,0,VENTURE,A,12000,8.49,0,0.13,N,4
25,64500,OWN,4,PERSONAL,C,12000,13.48,0,0.19,Y,4
24,55000,MORTGAGE,8,DEBTCONSOLIDATION,A,10000,5.79,0,0.18,N,3
36,135000,RENT,0,DEBTCONSOLIDATION,C,24250,12.87,0,0.18,Y,15
23,54000,MORTGAGE,,PERSONAL,B,5000,9.99,0,0.09,N,2
25,44400,RENT,6,EDUCATION,C,2350,13.98,0,0.05,Y,3
22,60000,MORTGAGE,7,VENTURE,B,6000,10.38,0,0.1,N,2
23,48562,RENT,4,VENTURE,A,3500,8,0,0.07,N,2
30,60000,MORTGAGE,14,VENTURE,A,8000,7.51,0,0.13,N,10
27,112548,MORTGAGE,11,VENTURE,A,24000,,0,0.21,N,5
24,63000,MORTGAGE,5,VENTURE,B,20000,11.49,0,0.32,N,3
22,50000,RENT,6,DEBTCONSOLIDATION,A,5500,7.14,0,0.11,N,3
23,85000,RENT,1,DEBTCONSOLIDATION,A,10200,,0,0.12,N,3
33,48000,RENT,17,DEBTCONSOLIDATION,B,3500,11.86,0,0.07,N,10
28,57000,MORTGAGE,13,PERSONAL,C,9600,15.96,0,0.17,Y,9
28,240000,RENT,2,MEDICAL,B,6000,11.46,0,0.03,N,6
32,106000,MORTGAGE,3,MEDICAL,A,10000,,0,0.09,N,7
37,65000,RENT,4,PERSONAL,D,12000,16.49,0,0.18,N,17
23,55000,MORTGAGE,7,EDUCATION,A,15000,,0,0.27,N,4
27,110000,MORTGAGE,3,MEDICAL,A,4800,7.74,0,0.04,N,7
30,300000,OWN,14,VENTURE,B,35000,10.59,0,0.12,N,5
30,55000,OWN,2,EDUCATION,B,6500,10.99,0,0.12,N,9
34,120602,MORTGAGE,4,MEDICAL,C,20000,14.79,0,0.17,N,8
24,63000,MORTGAGE,0,MEDICAL,C,15000,13.47,0,0.24,N,4
23,30000,RENT,0,EDUCATION,C,6000,13.49,0,0.2,Y,3
24,52500,RENT,1,EDUCATION,C,9500,14.79,0,0.18,Y,3
40,30000,OWN,4,HOMEIMPROVEMENT,C,5000,13.43,0,0.17,Y,11
22,43000,MORTGAGE,5,MEDICAL,B,7000,10.62,0,0.16,N,4
31,55000,RENT,3,HOMEIMPROVEMENT,B,5000,12.18,0,0.09,N,8
23,30000,RENT,0,EDUCATION,B,4800,,0,0.16,N,4
22,78972,RENT,5,MEDICAL,C,4000,,0,0.05,Y,2
56,32400,RENT,,MEDICAL,A,8575,7.51,0,0.26,N,18
25,27800,OWN,,EDUCATION,A,14125,6.99,0,0.51,N,2
23,35000,RENT,3,DEBTCONSOLIDATION,C,10000,13.22,0,0.29,N,2
26,43000,RENT,4,EDUCATION,C,10000,14.65,0,0.23,N,4
31,50000,MORTGAGE,5,VENTURE,A,2000,6.39,0,0.04,N,7
24,56000,MORTGAGE,5,MEDICAL,A,17400,5.99,0,0.31,N,2
34,62000,RENT,2,PERSONAL,C,9100,13.48,0,0.15,N,7
